Family,Gene
JMCD_G1433_CDS_0489,"['DC32_G1318_CDS_2170', 'HH1101_G1394_CDS_5713', 'JMCD_G1432_CDS_5300', 'JMCD_G1433_CDS_0489', 'JMCD_G1434_CDS_0506', 'NJ810_G1325_CDS_2125']"
GCA_001558915.2_CDS_2110,['GCA_001558915.2_CDS_2110']
G1412_CDS_3751,['G1412_CDS_3751']
GCA_040438975.1_CDS_4692,['GCA_040438975.1_CDS_4692']
GCA_027922385.1_CDS_0070,['GCA_027922385.1_CDS_0070']
GCA_000165835.1_CDS_6810,"['GCA_000165835.1_CDS_6810', 'GCF_009363015.1_CDS_5527']"
GCA_001957055.1_CDS_3634,['GCA_001957055.1_CDS_3634']
AC5204_G1324_CDS_7157,"['AC5204_G1324_CDS_7157', 'JMCD_G1433_CDS_7187']"
GCA_027529815.1_CDS_1146,"['GCA_001957045.1_CDS_0579', 'GCA_027529815.1_CDS_1146']"
GCA_001641525.1_CDS_1584,"['GCA_001566985.1_CDS_0648', 'GCA_001641525.1_CDS_1584', 'GCF_001641525.1_CDS_1617', 'GCF_009363015.1_CDS_1123']"
GCA_013343135.1_CDS_3219,"['GCA_001457475.1_CDS_5728', 'GCA_013343135.1_CDS_3219', 'GCA_016027035.1_CDS_1475', 'GCA_022870085.1_CDS_5876', 'GCA_029837755.1_CDS_3223', 'GCA_900475575.1_CDS_5664', 'GCF_029837835.1_CDS_4867']"
GCA_001299055.1_CDS_6138,"['GCA_000186185.1_CDS_2350', 'GCA_001299055.1_CDS_6138', 'GCA_027529815.1_CDS_1365']"
EHA_G1407_CDS_3143,"['EHA_G1407_CDS_3143', 'EHB_G1408_CDS_3364', 'EHC_G1409_CDS_3953', 'EHD_G1410_CDS_3425']"
GCA_023703405.1_CDS_3950,"['GCA_016403305.1_CDS_4864', 'GCA_016728825.1_CDS_1526', 'GCA_023703405.1_CDS_3950', 'GCA_025426095.1_CDS_0753', 'GCA_036527295.1_CDS_3172', 'GCA_042235685.1_CDS_2250']"
GCA_001299095.1_CDS_4157,"['GCA_001299095.1_CDS_4157', 'GCA_016403305.1_CDS_5817', 'GCA_016728825.1_CDS_2479']"
JMCD_G1434_CDS_5136,"['AC5204_G1324_CDS_1751', 'GCA_001298895.1_CDS_4098', 'GCA_001566985.1_CDS_2318', 'JMCD_G1432_CDS_0836', 'JMCD_G1433_CDS_4996', 'JMCD_G1434_CDS_5136']"
GCA_001299195.1_CDS_3825,"['GCA_001298795.1_CDS_3207', 'GCA_001299195.1_CDS_3825']"
GCA_001299015.1_CDS_0414,"['GCA_001299015.1_CDS_0414', 'GCA_001299215.1_CDS_0789', 'GCA_013282235.1_CDS_0143', 'GCA_027529585.1_CDS_4494']"
GCA_001299335.1_CDS_6109,"['GCA_000165835.1_CDS_6522', 'GCA_001299335.1_CDS_6109', 'GCA_001807115.1_CDS_4114', 'GCA_023703405.1_CDS_3361', 'GCF_002192695.1_CDS_2446']"
GCF_002192705.1_CDS_6235,['GCF_002192705.1_CDS_6235']
GCA_025818255.1_CDS_0122,"['GCA_001654705.1_CDS_4124', 'GCA_025818255.1_CDS_0122', 'GCF_001654705.1_CDS_4255']"
GCA_008631215.1_CDS_0109,['GCA_008631215.1_CDS_0109']
GCA_013413495.1_CDS_5929,['GCA_013413495.1_CDS_5929']
GCA_022488545.1_CDS_0764,"['GCA_001807115.1_CDS_3520', 'GCA_022488545.1_CDS_0764']"
GCA_022488545.1_CDS_1435,"['GCA_022444285.1_CDS_3952', 'GCA_022488545.1_CDS_1435']"
JMCD_G1434_CDS_0402,['JMCD_G1434_CDS_0402']
GCA_003503255.1_CDS_4214,"['GCA_000165835.1_CDS_1382', 'GCA_003503255.1_CDS_4214', 'GCA_014353695.1_CDS_1474', 'GCA_014490035.1_CDS_4837', 'GCA_014529725.1_CDS_4262', 'GCF_002192695.1_CDS_2925', 'GCF_002192705.1_CDS_6267']"
GCA_003293615.1_CDS_5705,"['GCA_000165835.1_CDS_6732', 'GCA_003293615.1_CDS_5705', 'GCF_009363015.1_CDS_5603']"
AC5204_G1324_CDS_6182,['AC5204_G1324_CDS_6182']
GCA_034078005.1_CDS_2521,"['GCA_000967095.1_CDS_3588', 'GCA_034078005.1_CDS_2521']"
GCA_001807115.1_CDS_3796,['GCA_001807115.1_CDS_3796']
GCA_013413495.1_CDS_6009,['GCA_013413495.1_CDS_6009']
GCA_039674625.1_CDS_1717,"['GCA_039674625.1_CDS_1717', 'NJ7201_G1323_CDS_3165']"
GCA_000165835.1_CDS_6773,"['GCA_000165835.1_CDS_6773', 'GCF_009363015.1_CDS_5571']"
GCF_009363015.1_CDS_0703,['GCF_009363015.1_CDS_0703']
G1414_CDS_6486,['G1414_CDS_6486']
NJ7201_G1323_CDS_1421,['NJ7201_G1323_CDS_1421']
GCF_002192705.1_CDS_3166,"['GCF_002192695.1_CDS_1543', 'GCF_002192705.1_CDS_3166']"
AC5204_G1324_CDS_0036,['AC5204_G1324_CDS_0036']
GCA_001299055.1_CDS_4505,['GCA_001299055.1_CDS_4505']
JMCD_G1433_CDS_2035,"['G1413_CDS_4825', 'JMCD_G1432_CDS_3750', 'JMCD_G1433_CDS_2035']"
GCA_003293615.1_CDS_5789,['GCA_003293615.1_CDS_5789']
GCF_001654705.1_CDS_3763,"['GCA_001654705.1_CDS_3649', 'GCF_001654705.1_CDS_3763']"
GCA_001299265.1_CDS_4593,"['GCA_001299035.1_CDS_4677', 'GCA_001299265.1_CDS_4593', 'JMCD_G1432_CDS_5987', 'JMCD_G1433_CDS_7338', 'JMCD_G1434_CDS_7557']"
GCA_000165835.1_CDS_5638,"['GCA_000165835.1_CDS_5638', 'GCF_002192695.1_CDS_1009', 'GCF_002192695.1_CDS_1012', 'GCF_002192705.1_CDS_1022', 'GCF_002192705.1_CDS_1025']"
GCA_001558915.2_CDS_2109,['GCA_001558915.2_CDS_2109']
NJ7201_G1323_CDS_3745,['NJ7201_G1323_CDS_3745']
AC5204_G1324_CDS_4082,['AC5204_G1324_CDS_4082']
GCA_027922385.1_CDS_4684,['GCA_027922385.1_CDS_4684']
GCA_027922385.1_CDS_1461,"['GCA_017745625.1_CDS_0574', 'GCA_027922385.1_CDS_1461']"
GCA_016599195.1_CDS_1926,['GCA_016599195.1_CDS_1926']
GCA_003503255.1_CDS_0511,"['GCA_000165835.1_CDS_3288', 'GCA_003503255.1_CDS_0511', 'GCA_014353695.1_CDS_5447', 'GCA_014490035.1_CDS_3093', 'GCA_014529725.1_CDS_0019']"
GCA_003503255.1_CDS_5013,"['GCA_003503255.1_CDS_5013', 'GCA_014353695.1_CDS_5930', 'GCA_014490035.1_CDS_1965', 'GCA_014529725.1_CDS_0454']"
GCA_001299295.1_CDS_4265,['GCA_001299295.1_CDS_4265']
GCA_900010105.1_CDS_5843,['GCA_900010105.1_CDS_5843']
AC5204_G1324_CDS_1828,"['AC5204_G1324_CDS_1828', 'JMCD_G1433_CDS_4926']"
GCA_016599195.1_CDS_5733,"['GCA_000165835.1_CDS_6228', 'GCA_016599195.1_CDS_5733', 'GCA_027529585.1_CDS_1687', 'GCA_900009115.1_CDS_1945']"
JMCD_G1434_CDS_7862,"['GCA_001298895.1_CDS_5035', 'GCA_001299155.1_CDS_5538', 'JMCD_G1433_CDS_7662', 'JMCD_G1434_CDS_7862']"
GCA_022444285.1_CDS_2030,['GCA_022444285.1_CDS_2030']
GCA_001566985.1_CDS_3536,['GCA_001566985.1_CDS_3536']
GCA_001707475.1_CDS_1863,['GCA_001707475.1_CDS_1863']
GCA_017745625.1_CDS_3160,['GCA_017745625.1_CDS_3160']
GCA_027529805.1_CDS_2983,"['GCA_022444285.1_CDS_3279', 'GCA_022488505.1_CDS_6376', 'GCA_027529805.1_CDS_2983', 'GCA_028462445.1_CDS_2746', 'GCA_900009115.1_CDS_3061']"
G1413_CDS_0420,"['G1412_CDS_0410', 'G1413_CDS_0420']"
AC5204_G1324_CDS_0758,['AC5204_G1324_CDS_0758']
GCA_016728825.1_CDS_4785,"['GCA_016403305.1_CDS_1832', 'GCA_016728825.1_CDS_4785']"
G1413_CDS_0281,['G1413_CDS_0281']
GCA_001558755.2_CDS_3520,['GCA_001558755.2_CDS_3520']
GCF_002192705.1_CDS_6627,"['GCA_000165835.1_CDS_4895', 'GCF_002192705.1_CDS_6627']"
GCA_001299335.1_CDS_0225,"['GCA_001299335.1_CDS_0225', 'GCA_001957065.1_CDS_5426', 'GCA_008631215.1_CDS_4059', 'GCA_040438975.1_CDS_0506', 'GCF_002192705.1_CDS_3408', 'GCF_009363015.1_CDS_5550']"
JMCD_G1433_CDS_3307,['JMCD_G1433_CDS_3307']
GCF_001654705.1_CDS_1090,"['GCA_001558755.2_CDS_3854', 'GCA_001654705.1_CDS_1038', 'GCF_001654705.1_CDS_1090']"
GCA_023703405.1_CDS_2588,['GCA_023703405.1_CDS_2588']
GCA_008432465.1_CDS_4394,"['GCA_001299035.1_CDS_1475', 'GCA_008432465.1_CDS_4394']"
GCA_000165835.1_CDS_6665,['GCA_000165835.1_CDS_6665']
GCA_001299035.1_CDS_4621,['GCA_001299035.1_CDS_4621']
PCF1_G1423_CDS_3374,['PCF1_G1423_CDS_3374']
G1414_CDS_3472,"['G1412_CDS_2101', 'G1414_CDS_3472']"
GCA_017745625.1_CDS_1970,['GCA_017745625.1_CDS_1970']
GCA_008631215.1_CDS_4783,"['GCA_008631215.1_CDS_4783', 'GCA_025426095.1_CDS_1374']"
GCA_000186185.1_CDS_2577,['GCA_000186185.1_CDS_2577']
GCA_027529565.1_CDS_0573,"['GCA_027529565.1_CDS_0573', 'GCA_027922385.1_CDS_1923']"
GCA_022444285.1_CDS_3712,"['GCA_013413495.1_CDS_5473', 'GCA_022444285.1_CDS_3712', 'GCA_022488505.1_CDS_1621', 'GCA_022488545.1_CDS_0674', 'GCA_034078005.1_CDS_2722', 'GCF_029837835.1_CDS_2784']"
DC32_G1318_CDS_3719,"['DC32_G1318_CDS_3719', 'G1412_CDS_5211', 'G1414_CDS_0517', 'GCA_000508285.1_CDS_4217', 'GCA_000967095.1_CDS_5939', 'HH1101_G1394_CDS_0014', 'NJ810_G1325_CDS_3719']"
JMCD_G1434_CDS_6032,['JMCD_G1434_CDS_6032']
GCA_001299095.1_CDS_4129,"['GCA_001299095.1_CDS_4129', 'GCA_016403305.1_CDS_5846', 'GCA_016728825.1_CDS_2508']"
GCA_000967095.1_CDS_2308,"['GCA_000967095.1_CDS_2308', 'GCA_001299265.1_CDS_2686', 'GCA_001807115.1_CDS_5370', 'GCA_001810925.1_CDS_0939']"
GCA_003503255.1_CDS_5008,"['GCA_003503255.1_CDS_5008', 'GCA_014353695.1_CDS_5925', 'GCA_014490035.1_CDS_1970', 'GCA_014529725.1_CDS_0449']"
GCA_027922385.1_CDS_0214,['GCA_027922385.1_CDS_0214']
GCF_001641525.1_CDS_1304,"['GCA_001566985.1_CDS_4973', 'GCA_001641525.1_CDS_1273', 'GCF_001641525.1_CDS_1304', 'GCF_009363015.1_CDS_4992']"
GCA_022444285.1_CDS_2969,['GCA_022444285.1_CDS_2969']
NJ7201_G1323_CDS_1722,"['GCA_001298935.1_CDS_0621', 'GCA_001299035.1_CDS_4656', 'GCA_001299335.1_CDS_5938', 'GCA_001641525.1_CDS_2477', 'GCF_001641525.1_CDS_2538', 'NJ7201_G1323_CDS_1722']"
GCA_033096405.1_CDS_1465,"['GCA_001957065.1_CDS_2998', 'GCA_033096405.1_CDS_1465']"
GCA_001299335.1_CDS_5687,"['GCA_001299335.1_CDS_5687', 'GCA_002083165.2_CDS_4813', 'GCA_010815595.1_CDS_3659', 'GCA_022488515.1_CDS_5607']"
JMCD_G1433_CDS_7602,"['GCA_001298895.1_CDS_4994', 'GCA_001299155.1_CDS_5583', 'JMCD_G1433_CDS_7602', 'JMCD_G1434_CDS_7808']"
GCA_001815885.1_CDS_4746,['GCA_001815885.1_CDS_4746']
GCA_023703405.1_CDS_4065,"['GCA_001299235.1_CDS_4124', 'GCA_023703405.1_CDS_4065']"
GCA_001299095.1_CDS_2683,"['GCA_001299095.1_CDS_2683', 'GCA_001541435.1_CDS_2829', 'GCA_001813885.1_CDS_0085', 'GCA_016403305.1_CDS_3980', 'GCA_016728825.1_CDS_0644', 'GCA_025426095.1_CDS_5813', 'GCF_001541435.1_CDS_2886']"
GCA_027922385.1_CDS_3511,['GCA_027922385.1_CDS_3511']
GCA_027529815.1_CDS_2946,"['GCA_001299055.1_CDS_4833', 'GCA_027529815.1_CDS_2946']"
GCA_013413495.1_CDS_5790,['GCA_013413495.1_CDS_5790']
AC5204_G1324_CDS_2017,['AC5204_G1324_CDS_2017']
HH1101_G1394_CDS_0833,['HH1101_G1394_CDS_0833']
GCA_027529585.1_CDS_4398,"['GCA_001299235.1_CDS_0868', 'GCA_001299415.1_CDS_1768', 'GCA_027529585.1_CDS_4398']"
GCA_038024685.1_CDS_1371,['GCA_038024685.1_CDS_1371']
DC32_G1318_CDS_5060,"['DC32_G1318_CDS_5060', 'GCA_013282255.1_CDS_3144', 'GCA_017745625.1_CDS_2634', 'GCA_034078005.1_CDS_5240', 'GCA_900475575.1_CDS_1119', 'HH1101_G1394_CDS_0851', 'NJ810_G1325_CDS_4885']"
JMCD_G1432_CDS_7578,['JMCD_G1432_CDS_7578']
GCA_028462445.1_CDS_4749,['GCA_028462445.1_CDS_4749']
PCF1_G1387_CDS_0427,['PCF1_G1387_CDS_0427']
GCF_003031105.1_CDS_1193,['GCF_003031105.1_CDS_1193']
GCA_001298795.1_CDS_3117,"['GCA_001298795.1_CDS_3117', 'GCA_001299195.1_CDS_3916', 'GCA_029837755.1_CDS_1118', 'GCF_029837835.1_CDS_1504']"
GCA_013413495.1_CDS_5926,['GCA_013413495.1_CDS_5926']
GCA_027922385.1_CDS_4674,"['GCA_027922385.1_CDS_4674', 'NJ7201_G1323_CDS_4238']"
GCA_001558915.2_CDS_0122,['GCA_001558915.2_CDS_0122']
GCA_003503255.1_CDS_2458,"['GCA_003503255.1_CDS_2458', 'GCA_014353695.1_CDS_4296', 'GCA_014490035.1_CDS_0615', 'GCA_014529725.1_CDS_5467']"
EHA_G1407_CDS_0878,"['EHA_G1407_CDS_0878', 'EHB_G1408_CDS_0399', 'EHC_G1409_CDS_1723', 'EHD_G1410_CDS_0647', 'GCA_001299235.1_CDS_0869', 'GCA_001299415.1_CDS_1769', 'GCA_027529585.1_CDS_4399']"
GCF_001707485.1_CDS_2544,"['GCA_001707485.1_CDS_2452', 'GCF_001707485.1_CDS_2544']"
GCA_029837755.1_CDS_0192,"['GCA_000967095.1_CDS_3019', 'GCA_001298895.1_CDS_3716', 'GCA_001299015.1_CDS_3208', 'GCA_001299215.1_CDS_1773', 'GCA_001299235.1_CDS_2074', 'GCA_029837755.1_CDS_0192', 'GCF_029837835.1_CDS_3274']"
JMCD_G1434_CDS_5208,['JMCD_G1434_CDS_5208']
GCA_032703345.1_CDS_0472,"['GCA_022444285.1_CDS_0421', 'GCA_022488505.1_CDS_4898', 'GCA_032703345.1_CDS_0472']"
PCF1_G1388_CDS_5784,['PCF1_G1388_CDS_5784']
GCA_001641525.1_CDS_3558,"['GCA_001641525.1_CDS_3552', 'GCA_001641525.1_CDS_3554', 'GCA_001641525.1_CDS_3556', 'GCA_001641525.1_CDS_3558', 'GCF_001641525.1_CDS_3637', 'GCF_001641525.1_CDS_3639', 'GCF_001641525.1_CDS_3641', 'GCF_001641525.1_CDS_3643']"
GCA_001566985.1_CDS_3685,"['GCA_001038045.1_CDS_2014', 'GCA_001558755.2_CDS_4427', 'GCA_001566985.1_CDS_3685', 'GCA_001654705.1_CDS_1942', 'GCA_032703345.1_CDS_5514', 'GCF_001654705.1_CDS_2016']"
AC5204_G1324_CDS_7706,"['AC5204_G1324_CDS_7706', 'GCA_001299265.1_CDS_2271', 'GCA_001810925.1_CDS_5257', 'GCA_036035015.1_CDS_5737']"
AC5204_G1324_CDS_0174,['AC5204_G1324_CDS_0174']
G1412_CDS_1492,['G1412_CDS_1492']
GCF_002192705.1_CDS_3522,"['GCF_002192695.1_CDS_4603', 'GCF_002192705.1_CDS_3522']"
GCA_001299415.1_CDS_0082,"['GCA_001299415.1_CDS_0082', 'GCA_008631215.1_CDS_4669', 'GCA_013282235.1_CDS_4323', 'GCA_023703405.1_CDS_0168', 'GCA_027529805.1_CDS_2492', 'GCA_044069285.1_CDS_4228']"
GCA_001566985.1_CDS_4081,"['GCA_001566985.1_CDS_4081', 'GCF_009363015.1_CDS_4243']"
GCA_001299055.1_CDS_5016,['GCA_001299055.1_CDS_5016']
GCA_027529815.1_CDS_1147,"['GCA_001957045.1_CDS_0578', 'GCA_027529815.1_CDS_1147']"
GCA_038024685.1_CDS_4783,"['GCA_038024675.1_CDS_2916', 'GCA_038024685.1_CDS_4783']"
GCA_003503255.1_CDS_2536,"['GCA_003503255.1_CDS_2536', 'GCA_014353695.1_CDS_4375', 'GCA_014490035.1_CDS_0694', 'GCA_014529725.1_CDS_5388', 'GCF_002192695.1_CDS_1133', 'GCF_002192705.1_CDS_2044']"
GCA_022488545.1_CDS_5199,['GCA_022488545.1_CDS_5199']
JMCD_G1432_CDS_4472,['JMCD_G1432_CDS_4472']
GCA_001957065.1_CDS_3672,"['GCA_001298935.1_CDS_0652', 'GCA_001957065.1_CDS_3672', 'GCA_033096405.1_CDS_5469']"
GCA_036527295.1_CDS_0716,['GCA_036527295.1_CDS_0716']
GCA_017745625.1_CDS_5335,['GCA_017745625.1_CDS_5335']
GCA_001299095.1_CDS_3979,"['GCA_001299095.1_CDS_3979', 'GCA_016403305.1_CDS_4247', 'GCA_016728825.1_CDS_0911', 'GCA_023703405.1_CDS_2098', 'GCA_023703405.1_CDS_2099', 'GCA_025426095.1_CDS_0083']"
GCA_001566985.1_CDS_4758,"['GCA_001566985.1_CDS_4758', 'GCF_002192705.1_CDS_2825']"
GCA_001299215.1_CDS_2302,"['GCA_001299015.1_CDS_2198', 'GCA_001299215.1_CDS_2302']"
GCA_013343135.1_CDS_3717,"['GCA_013343135.1_CDS_3717', 'GCA_016027035.1_CDS_0978', 'GCA_022870085.1_CDS_5379']"
NJ7201_G1323_CDS_2181,"['GCA_003177325.1_CDS_5266', 'NJ7201_G1323_CDS_2181']"
AC5204_G1324_CDS_6980,['AC5204_G1324_CDS_6980']
GCA_003293615.1_CDS_5697,['GCA_003293615.1_CDS_5697']
GCA_027529815.1_CDS_3764,['GCA_027529815.1_CDS_3764']
GCF_002192695.1_CDS_4589,"['GCA_000165835.1_CDS_3070', 'GCA_027529565.1_CDS_3597', 'GCF_002192695.1_CDS_4589', 'GCF_002192705.1_CDS_3508']"
GCA_010815595.1_CDS_2815,"['GCA_010815595.1_CDS_2815', 'JMCD_G1432_CDS_4063']"
GCA_000165835.1_CDS_4694,['GCA_000165835.1_CDS_4694']
GCA_001707485.1_CDS_3264,"['GCA_001707485.1_CDS_3264', 'GCF_001707485.1_CDS_3362']"
GCA_003503255.1_CDS_4114,"['GCA_003503255.1_CDS_4114', 'GCA_014353695.1_CDS_1374', 'GCA_014490035.1_CDS_4937', 'GCA_014529725.1_CDS_4162']"
GCA_027529815.1_CDS_3784,['GCA_027529815.1_CDS_3784']
GCA_032703345.1_CDS_0197,['GCA_032703345.1_CDS_0197']
GCF_002192695.1_CDS_0845,['GCF_002192695.1_CDS_0845']
GCA_010815595.1_CDS_2163,"['GCA_001299335.1_CDS_4322', 'GCA_010815595.1_CDS_2163']"
GCA_003503255.1_CDS_2198,"['GCA_003503255.1_CDS_2198', 'GCA_014353695.1_CDS_5992', 'GCA_014490035.1_CDS_1903', 'GCA_014529725.1_CDS_0516']"
JMCD_G1433_CDS_2293,['JMCD_G1433_CDS_2293']
PCF1_G1387_CDS_4524,"['PCF1_G1387_CDS_4524', 'PCF1_G1417_CDS_2242', 'PCF1_G1423_CDS_3938']"
GCA_017745625.1_CDS_0955,['GCA_017745625.1_CDS_0955']
GCA_001641525.1_CDS_2639,"['GCA_001641525.1_CDS_2639', 'GCA_003503255.1_CDS_3843', 'GCA_014353695.1_CDS_3853', 'GCA_014490035.1_CDS_1718', 'GCA_014529725.1_CDS_2965', 'GCF_001641525.1_CDS_2705']"
GCA_001299415.1_CDS_1833,['GCA_001299415.1_CDS_1833']
GCA_001299095.1_CDS_4592,"['GCA_001299095.1_CDS_4592', 'GCA_016403305.1_CDS_1588', 'GCA_016728825.1_CDS_4541', 'GCA_025426095.1_CDS_3499']"
JMCD_G1434_CDS_2371,['JMCD_G1434_CDS_2371']
GCA_010815595.1_CDS_1033,['GCA_010815595.1_CDS_1033']
EHA_G1407_CDS_3456,"['EHA_G1407_CDS_3456', 'EHB_G1408_CDS_1206', 'EHC_G1409_CDS_1341', 'EHD_G1410_CDS_4006']"
GCA_001299095.1_CDS_5551,"['GCA_001299035.1_CDS_4555', 'GCA_001299095.1_CDS_5551']"
DC32_G1318_CDS_3704,['DC32_G1318_CDS_3704']
JMCD_G1434_CDS_0306,['JMCD_G1434_CDS_0306']
GCF_002192705.1_CDS_4488,"['GCA_000165835.1_CDS_4719', 'GCA_017745625.1_CDS_0602', 'GCF_002192695.1_CDS_6170', 'GCF_002192705.1_CDS_4488']"
GCA_001299195.1_CDS_0141,"['GCA_001298795.1_CDS_0735', 'GCA_001299195.1_CDS_0141']"
GCA_001566985.1_CDS_1932,['GCA_001566985.1_CDS_1932']
JMCD_G1432_CDS_7499,"['GCA_001298895.1_CDS_4990', 'GCA_001299155.1_CDS_5580', 'GCA_001815885.1_CDS_0823', 'GCA_003293615.1_CDS_5806', 'GCF_009363015.1_CDS_5519', 'JMCD_G1432_CDS_7499', 'JMCD_G1433_CDS_7605', 'JMCD_G1434_CDS_7805']"
GCA_001299055.1_CDS_5927,['GCA_001299055.1_CDS_5927']
JMCD_G1433_CDS_6695,['JMCD_G1433_CDS_6695']
G1414_CDS_1058,"['G1412_CDS_4639', 'G1414_CDS_1058']"
GCA_000165835.1_CDS_5970,"['GCA_000165835.1_CDS_5970', 'NJ7201_G1323_CDS_4160']"
GCA_003177325.1_CDS_3895,['GCA_003177325.1_CDS_3895']
GCF_002192705.1_CDS_6324,"['GCA_000165835.1_CDS_1327', 'GCF_002192695.1_CDS_2868', 'GCF_002192705.1_CDS_6324']"
GCA_000186185.1_CDS_1523,['GCA_000186185.1_CDS_1523']
GCA_001299055.1_CDS_5834,['GCA_001299055.1_CDS_5834']
GCA_033096405.1_CDS_2962,['GCA_033096405.1_CDS_2962']
GCA_001299195.1_CDS_5319,"['GCA_001298795.1_CDS_5583', 'GCA_001299195.1_CDS_5319']"
G1414_CDS_1765,"['AC5204_G1324_CDS_5946', 'G1413_CDS_3818', 'G1414_CDS_1765', 'GCA_000186185.1_CDS_2412', 'GCA_001299265.1_CDS_0403', 'GCA_034424885.1_CDS_6198', 'JMCD_G1433_CDS_0784']"
GCA_001299055.1_CDS_5986,['GCA_001299055.1_CDS_5986']
GCA_001298795.1_CDS_0490,"['GCA_001298795.1_CDS_0490', 'GCA_001299055.1_CDS_1668', 'GCA_001299265.1_CDS_0194', 'GCA_001299335.1_CDS_3391']"
NJ810_G1325_CDS_2546,['NJ810_G1325_CDS_2546']
GCA_000165835.1_CDS_6554,['GCA_000165835.1_CDS_6554']
GCA_001558755.2_CDS_3601,['GCA_001558755.2_CDS_3601']
GCA_014353695.1_CDS_4473,"['GCA_014353695.1_CDS_4473', 'GCA_014490035.1_CDS_1741', 'GCA_014529725.1_CDS_5008']"
GCA_003503255.1_CDS_4579,"['GCA_003503255.1_CDS_4579', 'GCA_014353695.1_CDS_4609', 'GCA_014490035.1_CDS_3513', 'GCA_014529725.1_CDS_5153']"
G1412_CDS_3384,['G1412_CDS_3384']
GCA_001558915.2_CDS_0131,['GCA_001558915.2_CDS_0131']
GCF_002192695.1_CDS_2579,"['GCA_000165835.1_CDS_6485', 'GCA_017745625.1_CDS_2363', 'GCF_002192695.1_CDS_2579']"
GCA_000165835.1_CDS_6494,['GCA_000165835.1_CDS_6494']
GCA_039674625.1_CDS_4490,['GCA_039674625.1_CDS_4490']
GCA_001957055.1_CDS_0076,"['GCA_001957055.1_CDS_0076', 'GCA_022488545.1_CDS_1316', 'GCF_003031105.1_CDS_3069']"
PCF1_G1388_CDS_2443,"['G1412_CDS_6025', 'PCF1_G1388_CDS_2443', 'PCF1_G1417_CDS_0163', 'PCF1_G1423_CDS_6311']"
GCA_013282255.1_CDS_2040,['GCA_013282255.1_CDS_2040']
GCA_017745625.1_CDS_4369,['GCA_017745625.1_CDS_4369']
GCA_001298795.1_CDS_6053,"['G1414_CDS_4544', 'GCA_001298795.1_CDS_6053', 'GCA_001299265.1_CDS_5118', 'GCA_001299295.1_CDS_3975']"
GCA_001957065.1_CDS_0743,"['GCA_001558755.2_CDS_3435', 'GCA_001566985.1_CDS_2418', 'GCA_001957065.1_CDS_0743', 'GCA_033096405.1_CDS_4228', 'GCF_009363015.1_CDS_1506']"
NJ7201_G1323_CDS_1884,"['GCA_027922385.1_CDS_0131', 'NJ7201_G1323_CDS_1884']"
GCA_022488545.1_CDS_4256,['GCA_022488545.1_CDS_4256']
GCF_002192705.1_CDS_6191,['GCF_002192705.1_CDS_6191']
GCA_016599195.1_CDS_5462,['GCA_016599195.1_CDS_5462']
DC32_G1318_CDS_2508,"['DC32_G1318_CDS_2508', 'HH1101_G1394_CDS_6042', 'NJ810_G1325_CDS_2482']"
GCF_001654705.1_CDS_2746,"['GCA_001558755.2_CDS_4727', 'GCA_001654705.1_CDS_2654', 'GCF_001654705.1_CDS_2746']"
GCA_001298795.1_CDS_5435,"['GCA_001298795.1_CDS_5435', 'GCA_001299195.1_CDS_3339', 'GCA_022488545.1_CDS_1387']"
GCA_001299015.1_CDS_0736,"['G1413_CDS_0082', 'GCA_001299015.1_CDS_0733', 'GCA_001299015.1_CDS_0736', 'GCA_001299095.1_CDS_1656', 'GCA_001299115.1_CDS_3871', 'GCA_001299195.1_CDS_1485', 'GCA_001299295.1_CDS_0219']"
GCA_001558755.2_CDS_0705,['GCA_001558755.2_CDS_0705']
GCA_000967095.1_CDS_6163,['GCA_000967095.1_CDS_6163']
NJ810_G1325_CDS_3432,['NJ810_G1325_CDS_3432']
GCA_900010105.1_CDS_0084,['GCA_900010105.1_CDS_0084']
JMCD_G1432_CDS_0491,"['AC5204_G1324_CDS_5093', 'GCA_022444285.1_CDS_1666', 'JMCD_G1432_CDS_0491', 'JMCD_G1433_CDS_5340']"
GCA_000165835.1_CDS_6143,"['GCA_000165835.1_CDS_6143', 'NJ7201_G1323_CDS_0255']"
GCA_022444285.1_CDS_1335,['GCA_022444285.1_CDS_1335']
GCA_001299195.1_CDS_0140,"['GCA_001298795.1_CDS_0734', 'GCA_001299195.1_CDS_0140']"
GCA_038024235.1_CDS_2197,"['GCA_038024235.1_CDS_2197', 'JMCD_G1434_CDS_2583']"
JMCD_G1433_CDS_6686,['JMCD_G1433_CDS_6686']
GCA_017745625.1_CDS_5333,['GCA_017745625.1_CDS_5333']
G1413_CDS_5442,"['G1412_CDS_5493', 'G1413_CDS_5442']"
GCA_022444285.1_CDS_2026,['GCA_022444285.1_CDS_2026']
GCF_002192695.1_CDS_4063,"['GCA_000165835.1_CDS_2618', 'GCA_027922385.1_CDS_1817', 'GCF_002192695.1_CDS_4063']"
GCA_000165835.1_CDS_6702,['GCA_000165835.1_CDS_6702']
HH1101_G1394_CDS_2257,['HH1101_G1394_CDS_2257']
GCA_001299095.1_CDS_2682,"['GCA_001299095.1_CDS_2682', 'GCA_016403305.1_CDS_3981', 'GCA_016728825.1_CDS_0645', 'GCA_025426095.1_CDS_5814', 'GCF_001541435.1_CDS_2885']"
GCA_001298915.1_CDS_4575,['GCA_001298915.1_CDS_4575']
